date,url quantity,rua geraldo barbosa,avenida dos expedicionarios,rua joao carvalho,avenida conselheiro lafaiete,tunel da avenida rogaciano leite,avenida washington soares,avenida alberto sa,avenida heraclito graca,avenida jose bastos,avenida desembargador moreira,urls
2021-10-14 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.campograndenews.com.br/cidades/capital/chuva-adia-interdicao-de-cruzamento-da-rui-barbosa-com-avenida-fernando-correa', 'https://www.campograndenews.com.br/cidades/capital/arvore-cai-sobre-ambulancia-em-rua-do-centro-e-trava-transito-do-local', 'https://focoregional.com.br/Noticia/Wanderley%20ser%C3%A1%20o%20titular%20no%20ataque%20do%20Fla%20contra%20o%20Cear%C3%A1']"
2021-10-15 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.opovo.com.br/noticias/fortaleza/2021/10/15/mini-espigoes-no-aterro-buscam-evitar-alagamentos-na-beira-mar.html', 'https://www.escavador.com/sobre/3616367/silvana-de-paula-quintao-scalon', 'https://www.livrosgratis.com.br/ler-livro-online-9539/arqueologia-no-medio-sao-francisco---indigenas-vaqueiros-e-missionarios']"
2021-10-16 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://diaadiaes.com.br/noticias-do-brasil-e-do-mundo-coluna-jrmunews-202/']
2021-10-17 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://rsdjournal.org/index.php/rsd/article/download/21506/19022/258401', 'https://diaadiaes.com.br/noticias-do-brasil-e-do-mundo-coluna-jrmunews-204/']"
2021-10-18 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://midiamax.uol.com.br/cotidiano/2021/rua-que-virou-rio-e-viaduto-caido-relembre-outros-estragos-da-chuva-que-entraram-para-historia/', 'https://www.campograndenews.com.br/cidades/capital/prefeitura-coloca-443-servidores-para-consertar-estragos-da-semana-passada', 'https://anchor.fm/autopapo/episodes/AutoPapo-com-Boris-Feldman---Volkswagen-Fox--crnica-de-uma-morte-anunciada-e18rcuq']"
2021-10-19 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.youtube.com/watch?v=LTnO2J_z1jM', 'https://www.youtube.com/watch?v=LTnO2J_z1jM']"
2021-10-20 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.em.com.br/app/noticia/gerais/2021/10/20/interna_gerais,1315526/apos-calorao-e-baixa-umidade-norte-de-minas-esta-em-alerta-para-chuvas.shtml', 'https://www.otempo.com.br/cidades/tempestades-atingem-bh-e-interior-de-mg-com-risco-de-deslizamentos-veja-quais-1.2558483', 'https://api.mziq.com/mzfilemanager/v2/d/a608601a-f940-4251-9b9d-7feaf98e8e69/197182db-a6f3-e7a6-3f68-1b6680ba529c?origin=1']"
2021-10-21 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.escavador.com/sobre/3790762/joao-rodrigues-tavares-junior']
2021-10-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-10-23 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://ge.globo.com/mg/grande-minas-vales/noticia/partida-de-abertura-da-superliga-masculina-e-cancelada-apos-ginasio-em-montes-claros-mg-ser-danificado-por-temporal.ghtml', 'https://www.scribd.com/document/534640916/Bom-Dia-Veronica-Andrea-Killmore']"
2021-10-24 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://vozdabahia.com.br/chuva-forte-permanece-causando-transtornos-e-alagamentos-em-salvador/']
2021-10-25 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://interligadosnacidade.com.br/gui-araujo-desabafa-sobre-romance-que-viveu-com-duda-reis-no-reality-a-fazenda/', 'https://br.worldorgs.com/cat%C3%A1logo/s%C3%A3o-roque-de-minas/parque/portaria-1-parque-nacional-da-serra-da-canastra']"
2021-10-26 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.itatiaia.com.br/noticia/inmet-alerta-para-risco-de-chuva-forte-acompanhada-de-ventos-de-ate-100-kmh']
2021-10-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-10-28 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.em.com.br/app/noticia/gerais/2021/10/28/interna_gerais,1317984/ventos-fortes-de-ate-60-km-h-podem-atingir-mais-de-60-municipios-mineiros.shtml', 'https://anchor.fm/autopapo/episodes/AutoPapo-com-Boris-Feldman---Consumo-a-prova-dos-nove-e19da34']"
2021-10-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-10-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-10-31 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.aregiao.com.br/noticias2/10-01-2021_10-31-2021.html']
2021-11-01 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.climatempo.com.br/noticia/2021/11/01/balanco-de-outubro-chuva-historica-nas-capitais-do-sudeste-2624', 'https://d24am.com/amazonas/forte-chuva-em-manaus-causa-deslizamentos-ruas-alagadas-e-queda-de-arvore-veja-videos/']"
2021-11-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-03 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.observadorindependente.com.br/2021/11/chuva-e-ventania-causam-prejuizos-em.html', 'https://www.band.uol.com.br/esportes/automobilismo/formula-1/noticias/f1-gp-de-sao-paulo-deve-receber-cerca-de-170-mil-pessoas-16458104']"
2021-11-04 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://vozdabahia.com.br/interior-da-bahia-registra-chuvas-intensas-e-alagamentos-nesta-quinta/', 'https://interligadosnacidade.com.br/atriz-grazi-massafera-esta-fora-da-globo/']"
2021-11-05 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.fadc.org.br/noticias/fundacao-abrinq-reformara-20-creches-e-organizacoes-sociais', 'https://interligadosnacidade.com.br/mae-de-mileide-mihaile-opta-por-nao-avisar-a-filha-sobre-cancer/']"
2021-11-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-08 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.climatempo.com.br/noticia/2021/11/08/segunda-feira-de-alerta-para-temporais-em-grande-parte-do-brasil-2730', 'https://www.laurodefreitas.ba.gov.br/2019/noticias/apesar-das-fortes-chuvas-defesa-civil-de-lauro-registra-apenas-uma-ocorrencia-de-desabamento-de-muro/2929', 'https://24h.com.br/parana/londrina/temporal-provoca-estragos-em-londrina-e-arapongas/']"
2021-11-09 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://plox.com.br/noticia/09/11/2021/chuva-castiga-moradores-em-dionisio-e-deixa-14-familias-desabrigadas', 'https://captacomercial.com.br/blog/', 'https://anchor.fm/autopapo/episodes/AutoPapo-com-Boris-Feldman---Sai-Velho-Civic--Entra-Novo-City-e19r097']"
2021-11-10 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.campograndenews.com.br/direto-das-ruas/chuva-invadiu-casas-alagou-rua-e-deixou-upa-encharcada']
2021-11-11 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.portalverdescampos.com.br/noticias/pi/barras/', 'https://interligadosnacidade.com.br/governo-do-amazonas-cria-chn-social-e-vai-isentar-mototaxistas-e-motofretistas-de-taxas-de-cursos-do-detran/']"
2021-11-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-13 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.fortalezadesentupidora.com/desentupimento-de-galerias-pluviais/', 'https://www.manaus.am.gov.br/noticia-tag/raimundo-vidal-pessoa/']"
2021-11-14 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.youtube.com/watch?v=elzTxT-yOJc', 'https://www.youtube.com/watch?v=elzTxT-yOJc']"
2021-11-15 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://cidadesnanet.com/news/page/9348/?fbclid=IwAR2mVbrqcymc48_lT_VdTJ3-PWAzJ3avEM5F2mY1Trpr9XXAhd610sUnS4I']
2021-11-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-17 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.academia.edu/44667539/Elimina%C3%A7%C3%A3o_de_Canais_Fluviais_para_Constru%C3%A7%C3%B5es_de_Infra_estruturas_Comerciais_Potencialidade_para_Inunda%C3%A7%C3%A3o_Urbana_no_Munic%C3%ADpio_de_Chimoio']
2021-11-18 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://g1.globo.com/meio-ambiente/noticia/2021/11/18/frente-fria-se-aproxima-e-causa-temporais-em-sp-rj-mg-e-es-veja-previsao-do-tempo-para-as-capitais.ghtml', 'https://folhaz.com.br/noticias/df-tera-chuva-intensa-nesta-5a-nao-ha-previsao-de-ceu-aberto-nos-proximos-dias/', 'https://www.revistanovafase.com.br/post/4433/Noticias+e+Curiosidades+18-11-2021']"
2021-11-19 00:00:00,4,0,0,0,0,0,0,0,0,0,0,"['https://noticias.r7.com/sao-paulo/temporal-derruba-mais-de-20-arvores-na-capital-e-grande-sp-19112021', 'https://hi-in.facebook.com/SobralOnline/videos/professor-jander-magalh%C3%A3es-%C3%A9-o-novo-diretor-da-uninassau/4989357714407920/', 'https://hi-in.facebook.com/SobralOnline/videos/professor-jander-magalh%C3%A3es-%C3%A9-o-novo-diretor-da-uninassau/4989357714407920/', 'https://www.manaus.am.gov.br/noticia-tag/escola-municipal-vicente-cruz/']"
2021-11-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-23 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.universocondominio.com.br/category/administracao/']
2021-11-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-26 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://anais.abrhidro.org.br/jobs.php?Event=142', 'https://www.manaus.am.gov.br/noticia-tag/creche-municipal-professora-dalvina-do-nascimento-martins/']"
2021-11-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-11-28 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://vozdabahia.com.br/servidora-publica-e-pedreiro-morrem-depois-de-serem-arrastados-apos-forte-chuva-em-itaberaba-na-bahia/']
2021-11-29 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.manaus.am.gov.br/noticia-tag/escola-municipal-professor-themistocles-pinheiro-gadelha/']
2021-11-30 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.grupooceano.com.br/noticias/rio-grande/acompanhe-em-tempo-real-os-efeitos-do-ciclone-yakecan-em-rio-grande-24931/', 'https://www.aregiao.com.br/noticias2/11-01-2021_11-30-2021.html']"
2021-12-01 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.manaus.am.gov.br/noticia-tag/centro-municipal-de-educacao-infantil-cmei-marcio-souza/']
2021-12-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-12-03 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.manaus.am.gov.br/noticia-tag/cime-lucia-melo-ferreira-almeida/', 'https://auniao.pb.gov.br/servicos/arquivo-digital/jornal-a-uniao/2021/dezembro/a-uniao-03-12.2021']"
2021-12-04 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.opovo.com.br/noticias/ceara/guaraciabadonorte/2021/12/04/guaraciaba-do-norte-chuva-na-sexta-feira-3-causa-alamento-e-danos.html']
2021-12-05 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.r8brasil.com.br/lp']
2021-12-06 00:00:00,4,0,0,0,0,0,0,0,0,0,0,"['https://www.climatempo.com.br/noticia/2021/12/06/semana-com-muita-chuva-no-norte-e-nordeste-do-brasil-3203', 'https://www.opovo.com.br/noticias/ceara/barbalha/2021/12/06/barbalha-mais-de-mil-pessoas-sao-flagradas-descumprindo-isolamento-social.html', 'https://www.alertarolim.com.br/noticia/chuva-forte-castiga-pimenta-bueno-durante-a-madrugada-desta-segunda-feira-videos', 'https://amargosanews.com.br/2021/12/06/buscas-por-homem-que-pulou-em-canal-para-salvar-cao-continuam-em-salvador/']"
2021-12-07 00:00:00,8,0,0,0,0,0,0,0,1,0,0,"['https://www.opovo.com.br/noticias/ceara/tiangua/2021/12/07/temporal-alaga-ruas-inunda-casas-e-deixa-carros-submersos-em-tiangua.html', 'https://www.opovo.com.br/noticias/ceara/tiangua/2021/12/07/apos-fortes-chuvas-em-tiangua-buraco-abre-na-pista-e-br-222-e-interditada.html', 'https://diariodonordeste.verdesmares.com.br/regiao/chuva-em-tiangua-e-4-maior-deste-ano-no-ceara-relembre-outras-precipitacoes-que-deixaram-estragos-1.3168059', 'https://diariodonordeste.verdesmares.com.br/regiao/chuva-em-tiangua-invade-casas-alaga-ruas-e-arrasta-veiculos-1.3168022', 'https://www.agazeta.com.br/es/cotidiano/chuva-causa-alagamentos-em-afonso-claudio-e-rio-novo-do-sul-1221', 'https://www.jacobinanoticia.com.br/2021/12/chuva-causa-causa-alagamento-e-invade.html', 'https://costanorte.com.br/cidades/ubatuba/ubatuba-esta-em-estado-de-atenc-o-devido-as-chuvas-1.358463', 'https://costanorte.com.br/cidades/ubatuba/chuva-forte-alaga-bairros-em-ubatuba-sp-1.358515']"
2021-12-08 00:00:00,5,0,0,0,0,0,0,0,0,0,0,"['https://www.ovale.com.br/nossaregiao/cidades/ubatuba-esta-em-estado-de-atenc-o-diz-defesa-civil-do-municipio-sobre-fortes-chuvas-1.199773', 'https://www.ubatuba.sp.gov.br/destaques/defesa-civil-monitora-riscos/', 'https://spriomais.com.br/2021/12/08/ubatuba-esta-em-estado-de-atencao-devido-as-chuvas/', 'https://costanorte.com.br/cidades/ubatuba/defesa-civil-de-ubatuba-monitora-areas-de-risco-devido-as-chuvas-intensas-1.358640', 'https://desentupidorahp.com.br/em-guarulhos/']"
2021-12-09 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://vozdabahia.com.br/governo-da-bahia-cria-forca-tarefa-para-ajudar-cidades-atingidas-pelas-chuvas/', 'https://amargosanews.com.br/2021/12/09/chuvas-causam-mortes-e-deixam-familias-desabrigadas-no-interior/']"
2021-12-10 00:00:00,5,0,0,0,0,0,0,0,0,0,0,"['https://g1.globo.com/ba/bahia/edicao/2021/12/10/videos-do-g1-e-tv-bahia-sexta-feira-10-de-dezembro-de-2021.ghtml', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/10/chuvas-na-bahia-estado-tem-ponte-que-ameaca-ceder-e-cidade-isolada.htm', 'https://www.spiai.com/chuva-na-ba-resort-de-luxo-fica-alagado-em-ilheus-hospedes-ficaram-ilhados-e-foram-transferidos-para-60869.html', 'https://infosaj.com.br/chuva-deixa-familias-desabrigadas-pessoas-desaparecidas-e-ruas-alagadas-em-varias-regioes-da-bahia/', 'https://vozdabahia.com.br/chuvas-na-bahia-volume-de-agua-chegara-hoje-a-noite-ainda-maior-diz-rui/']"
2021-12-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-12-12 00:00:00,4,0,0,0,0,0,0,0,0,0,0,"['https://www.opovo.com.br/noticias/brasil/2021/12/12/gabriela-pugliesi-e-criticada-por-publicidade-em-cidade-afetada-por-enchentes.html', 'https://scc10.com.br/cotidiano/tempo/video-chuva-de-granizo-e-registrada-neste-final-de-semana-na-grande-florianopolis/', 'https://ndmais.com.br/tempo/fotos-granizo-provoca-estragos-em-bairro-de-florianopolis-temporais-permanecem-neste-domingo/', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/12/chuvas-sp-rio-situacao.htm']"
2021-12-13 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.otempo.com.br/cidades/bh-e-614-cidades-de-mg-tem-chance-de-tempestades-com-risco-de-alagamento-lista-1.2583475', 'https://www.jornaldooeste.com.br/geral/trava-de-assento-se-solta-em-montanha-russa-do-hopi-hari-em-movimento/', 'https://vnewsba.com.br/page/64/?links=false']"
2021-12-14 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.tnh1.com.br/noticia/nid/chuvas-causam-alagamentos-e-transtornos-em-maceio-veja-imagens/', 'https://plox.com.br/noticia/14/12/2021/veja-antes-e-depois-de-resort-alagado-com-chuvas-no-sul-da-bahia', 'https://defatoonline.com.br/tempo-615-cidades-de-mg-tem-alerta-de-tempestades-com-risco-de-alagamento-cidades-do-medio-piracicaba-na-lista/']"
2021-12-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-12-16 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/3694/cruzeirodafortaleza-mg/']
2021-12-17 00:00:00,5,0,0,0,0,0,0,0,0,0,0,"['https://www.panrotas.com.br/aviacao/aeroportos/2021/12/latam-teve-42-voos-impactados-com-queda-de-luz-no-gru-airport_186421.html', 'https://jovempan.com.br/noticias/brasil/chuva-em-sp-atrasa-mais-de-70-voos-do-aeroporto-de-guarulhos.html', 'https://g1.globo.com/sp/sao-paulo/noticia/2021/12/17/voos-da-latam-sao-cancelados-apos-falha-em-sistema-no-aeroporto-de-cumbica-problema-afeta-mais-de-2-mil-passageiros.ghtml', 'https://www.melhoresdestinos.com.br/voos-latam-cancelados-dezembro-2021.html', 'https://www.metropoles.com/brasil/cancelamento-de-voos-da-latam-em-guarulhos-causa-filas-e-reclamacoes']"
2021-12-18 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://etd.ohiolink.edu/apexprod/rws_etd/send_file/send?accession=ohiou1629409694227713&disposition=inline']
2021-12-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-12-20 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.climatempo.com.br/noticia/2021/12/20/semana-comeca-com-risco-de-temporal-em-areas-de-mg-e-ba-3423', 'https://www.boanovacj.com.br/noticia/1772/chuva-forte-causa-estragos-em-itau-de-minas', 'https://www.jornaleiro.info/?local=Rio%20Grande%20do%20Norte']"
2021-12-21 00:00:00,2,0,0,0,0,0,1,1,1,0,0,"['https://bsbnoticias.com.br/noticia/57853/video-mulher-tira-agua-da-chuva-de-dentro-de-casa-com-balde-no-setor-lucio-costa-no-df.html', 'https://www.jornaleiro.info/?local=Cear%C3%A1']"
2021-12-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-12-23 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://plox.com.br/noticia/23/12/2021/chuva-alaga-ruas-e-invade-casas-em-antonio-dias-veja-o-video', 'https://esportes.yahoo.com/noticias/chuva-forte-no-rio-provoca-125808643.html']"
2021-12-24 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://d24am.com/amazonas/igarape-do-passarinho-transborda-durante-forte-chuva-em-manuas-veja-videos-das-ocorrencias/']
2021-12-25 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://g1.globo.com/ba/bahia/video/estrada-que-liga-as-cidades-de-itabuna-e-ilheus-e-interditada-apos-alagamento-10158099.ghtml', 'https://www.tnh1.com.br/noticia/nid/teto-de-posto-de-combustivel-cai-apos-fortes-chuvas-em-palmeira-dos-indios-video/', 'https://www.tnh1.com.br/sitemap/pagina/9/']"
2021-12-26 00:00:00,4,0,0,0,0,0,0,0,0,0,0,"['https://revistacenarium.com.br/chuvas-ja-deixam-20-cidades-alagadas-e-mais-de-15-mil-desabrigados-na-bahia/', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/26/chuvas-bahia-itabuna-botijoes-gas-video.htm', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/26/rui-costa-bahia-enchentes-cidades-alagadas-chuvas-temporal.htm', 'https://amargosanews.com.br/2021/12/26/rio-jiquirica-alaga-ruas-de-mutuipe/']"
2021-12-27 00:00:00,9,0,0,0,0,0,0,0,0,0,0,"['https://www.youtube.com/watch?v=_YJKkgKgdU8', 'https://www.opovo.com.br/noticias/brasil/2021/12/27/apos-temporal-em-montes-claros-noivos-se-casam-em-igreja-alagada.html', 'https://oglobo.globo.com/brasil/tragedias-como-as-da-bahia-ja-ocorreram-anteriormente-no-pais-relembre-as-maiores-25333267', 'https://www.folhape.com.br/noticias/tragedias-como-as-da-bahia-ja-ocorreram-anteriormente-no-pais/210574/', 'https://revistacenarium.com.br/videos-mostram-momento-em-que-barcos-naufragam-durante-forte-temporal-em-manaus/', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/27/chuvas-bahia-credito-reconstrucao-de-casas-rui-costa-governador-da-bahia.htm', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/27/com-postos-ilhados-equipes-atendem-em-pequenos-barcos-em-cidade-baiana.htm', 'https://amargosanews.com.br/2021/12/27/chuva-na-bahia-ja-matou-18-pessoas-e-tem-72-cidades-em-situacao-de-emergencia/', 'https://pt.quora.com/O-que-significa-fal%C3%A1cia-do-verdadeiro-escoc%C3%AAs']"
2021-12-28 00:00:00,6,0,0,0,0,0,0,0,0,0,0,"['https://diariodonordeste.verdesmares.com.br/regiao/fenomeno-que-causou-fortes-chuvas-na-bahia-perde-intensidade-e-chega-a-cidades-do-ceara-1.3174713', 'https://www.climatempo.com.br/noticia/2021/12/28/reveillon-saiba-em-quais-capitais-pode-chover-na-hora-da-virada-3544', 'https://jovempan.com.br/noticias/brasil/apos-estragos-na-bahia-sao-paulo-minas-e-rio-de-janeiro-ficam-em-alerta-para-temporais.html', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/28/orgao-federal-emitiu-alertas-mas-chuva-superou-todas-as-previsoes-na-bahia.htm', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/28/chuvas-bahia-risco-enchente-alerta-corpo-de-bombeiros.htm', 'https://www.portalam24h.com/cidades/chuva-causa-transtornos-em-todas-as-zonas-de-manaus/']"
2021-12-29 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.cnnbrasil.com.br/nacional/a-maior-enchente-da-nossa-cidade-diz-marcelo-galvao-prefeito-de-ibicui/', 'https://www.blogdoevandomoreira.com/video-enxurrada-invade-estacao-de-trens-e-arrasta-carros-na-grande-sp/', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/29/mortes-feridos-bahia-defesa-civil-chuvas.htm']"
2021-12-30 00:00:00,5,0,0,0,0,0,0,0,0,0,0,"['https://www.terra.com.br/noticias/climatempo/risco-de-chuva-forte-em-quase-todos-os-estados-brasileiros,2f2463b76d60952a376e193f0bd42849mdong7sf.html', 'https://www.cnnbrasil.com.br/nacional/fortes-chuvas-dao-tregua-na-bahia-mas-podem-atingir-19-capitais-brasileiras/', 'https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/30/litoral-sao-paulo-chuvas-alagamento.htm', 'https://diaadianoticia.com.br/fortes-chuvas-podem-atingir-manaus-e-mais-18-capitais-brasileiras/', 'https://noticias.r7.com/sao-paulo/sao-paulo-segue-com-previsao-de-chuva-nesta-quinta-feira-30-30122021']"
